SENTENCETEXT	LABEL
"""उनले पोखरासँगै तनहुँ र अन्य छिमेकी जिल्लालाई जोड्ने अभियानलाई पनि सँगसगै लिएर अगाडि बढ्ने बताए"""	1
"""तनहुँ सर्म्पर्क समाजका अध्यक्ष शिवराज पौडेलले डा थापाको समाजप्रतिको सदासयता समाजले कहिल्यै भुल्न नसक्ने बताए"""	1
"""छेलोमा प्रथमले सात हजार र द्वितीयले पाँच हजार रुपैयाँ साथमा मेडल र प्रमाणपत्र रहेको छ"""	1
"""मेलाको लागि टक्सार स्याङ्जा, फिरफिरे तनहुँ, जिल्ला प्रशासन कार्यलय स्याङजा र सुरौदी खोला जलाधार विकास समितिको सहयोग रहने आयोजकले बताएको छ"""	1
"""प्राचीनकालमा टक्सार खलङ्गा गाविसको देउराली डाँडामा सैन्य परेड खेल्ने स्थल तथा भवनको भग्नावशेष हालसम्म पनि देख्न सकिन्छ"""	1
"""तत्कालीन राजा मानदेवको पालाको सिक्कार बाइसे चौबिसे राज्यको सरकारी प्रशासनिक कार्य सञ्चालन तथा मुद्रा वितरण गर्ने ऐतिहासिक क्षेत्रका रुपमा टक्सारलाई लिइन्छ"""	1
"""प्राचीनकालदेखि उक्त क्षेत्रमा होली पूणिर्माको भोलिपल्ट होली देवीको पूजा गरी सार्वजनिक मेला लाग्ने प्रचलन रहेको किम्वदन्ती छ"""	1
"""माटोको उर्वराशक्ति र माटोको दिगोपना कायम राखी कृषकलाई माटोको प्राविधिक ज्ञान दिने उद्देश्यले महोत्सव स्थलमा माटो परीक्षण राखिएको थियो"""	1
"""सोसाइटीले काठमाडौंमा चियापान गरेको छ भने पोखरामा शुभकामना आदानप्रदान तथा पत्रकारलाई आर्थिक सहयोग गरेको छ"""	1
"""समितिको सदस्यहरुमा नगेन्द्र केसी, हरी भण्डारी, दोरण शेरचन, डिलप्रसाद जुक्जाली, बालकृष्ण पुर्जा, सविन रोका लगायत रहनु भएको थियो"""	0
"""उपभोक्ता समिति गठनका क्रममा गाविस सचिव र सामाजिक परिचालक अनिवार्य उपस्थित भैदिन आग्रह गरेका थिए"""	1
"""विद्यालयको भवन, पुस्तकालयको साम्रागी, कम्प्यूटर, कार्यालय र कक्षाका फर्निचर सहित करिव ९२ लाखको प्रारम्भीक अनुमान गरिएको छ"""	0
"""विद्यालयको भवन जलेर ध्वस्त भएपछि विद्यार्थीको पठनपाठन सहित विद्यालयका महत्वपुर्ण साम्रागी, पुरानो अभिलेख समेत जलेर नष्ट भएको छ"""	-1
"""वास्तवमा यस्तै क्षमता, प्रतिभा जस्ता गुणले स्वयम आफ्नो र यसका साथै समाजको कल्याण गरेको हुन्छ"""	1
"""यहाँसम्मको गति लिनुको पछाडि प्रत्यक्ष अप्रत्यक्ष रुपमा जुग्जालीको साहसिक कदमको परिणाम थियो भन्दा बढ्ता हुनेछैन"""	1
"""एप्पल वाचका प्रयोगकर्ताहरुले त्यसलाई आफ्नो आइफोनमा सिंक गरेर ताजा समाचारका हेडलाइन, रेडियो, तिथि, मितिहरु हेर्न सक्नुहुनेछ"""	0
"""आइप्याड प्रयोगकर्ताहरूलाई हाम्रो पात्रो प्रयोगको राम्रो अनुभवका लागि एप्लिकेशनको मूल विशेषतासहित ताजा समाचारलाई एउटै स्क्रिनमा व्यवस्थापन गरेको छ, जुन डिजाइनवाइज आकर्षक देखिन्छ"""	1
"""प्रयोगकर्ताहरूलार्इ हाम्रो पात्रो प्रयोगको राम्रो अनुभवकालागि एप्लिकेशनको मूल विशेषता सहित ताजा समाचारलार्इ एउटै स्क्रिनमा व्यवस्थापन गरेको छ, जुन डिजाइनवाइज आकर्षक देखिन्छ"""	1
"""एक पटक चार्ज गरेपछि झण्डै एक महिना चल्ने र २२ घण्टासम्म लगातार कुरा गर्न सकिने एचएमडीले जनाएको छ"""	1
"""एचएमडीले नोकिया थ्री, नोकिया फाइप र नोकिया सिक्स गरी तीन वटा नयाँ एन्ड्रोइट स्मार्टफोन पनि सार्वजनिक गरेको छ"""	0
"""त्यसपछि अमेरिकाले पठाएको छैन"""	-1
"""अहिले आएर भन्नु पर्दा शंकर बिसी ले काठमान्डौ आउन र एस छेत्रमा सहयोग गर्नु भएको छ वहाको पनि देन छ"""	1
"""दुइवटा गुप्तांग भएको कारणले गर्दा उनको जिवनमा निकै धेरै उतार चढाव आए"""	-1
"""दुइवटा गुप्तांग भएको खुलासा गरेसँगै उनको यु ट्युब च्यानल एकाएक हिट भयो"""	1
"""त्यसक्रममा डाक्टरहरुले अनौठो तथ्य पत्ता लगाए की उनको एउटा मात्र मृगौला छ"""	-1
"""मुम्बइको नुशरजी भाडिया मातृ अस्पतालमा यी अनौठो बालिकाको अहिले उपचार भैरहेको छ र उनलाई जिवित राख्नका लागि बाख्रीको दुध खुवाइएको छ"""	1
"""यो रोगका कारण सरीरको छाला बुढेशकालका मानिसको जस्तै हुन्छ, जिउभरी चाउरी हुन्छन् र बच्चा निकै कमजोर हुन्छ"""	-1
"""अन्ततः हजुरबुवाले उपचारका लागि अस्पताल पूराइएकी ती बालिकाको उपचारको सबै खर्च मुम्बइको उक्त अस्पतालले नै बेहोर्ने भएको छ"""	1
"""अस्पतालका दाँत विभाग प्रमुख सुनन्दा धिवारेका अनुसार यो अत्यन्तै दुर्लभ घटना हो"""	-1
"""अस्पतालमा उनको सात घण्टा लामो शल्यक्रिया पछि उनको दाँत बाहिर निकालेका थिए"""	-1
"""अघिल्लो हप्ता आएको आँधीले त्यहाँको जनजीवनमा निक्कै प्रभाव पारेको थियो"""	-1
"""नवगठित मलेसिया मञ्चले वैदेशिक रोजगारका क्रममा मलेसिया रहेका तर, केही सयमदेखि विरामी नेपालीलाई सहयोग गरेर समाजसेवाकोे कार्य समेत प्रारम्भ गरेको छ"""	1
"""उनीहरुकै पहलमा सुब्बालाई विहिबार अस्पताल भर्ना गरिएको र उपचार प्रारम्भ गरिएको छ"""	1
"""जसमा हजुरबासँगले आफ्नै छोराको छोरीसँग बिहे गरेको तथ्य सार्वजनिक भएको छ"""	-1
"""जस अन्तरगत एक युवतीले अन्जानमा आफ्नै हजुरबा सँग विवहा गर्न पुगेकी हुन्"""	-1
"""किनकी जो व्यक्तिलाई वृद्धले आफ्ना ठूलो छोरा भनिरहेका थिए त्यो व्यक्ति ती युवतीको बुवा थिए"""	-1
"""तर दक्षिण अमेरिकी देश पेरुमा पाइने मदर अफ अल चिलिज नामक खुर्सानीको मूल्य एक किलोकै झण्डै ३८ लाख रुपैयाँ पर्दछ"""	0
"""सो कार्यक्रममा मन्त्री डा महतले गैरआवासीय नेपाली संघद्वारा प्रकाशित स्मारिकाको विमोचन गरे"""	0
"""यसबाहेक मादक पदार्थ सेवन गर्ने, विद्यालयमा अनुपस्थित, पुरै घण्टीसम्म कक्षामा नबस्नेलगायतका शिक्षकहरूलाई धमाधम कारबाहीको दायरामा ल्याउन थालिएको छ"""	1
"""अगनुमनको क्रममा अर्खौलेस्थित सरस्वती माविका प्रअ डिकसेर राईले रक्सी आएर विद्यालय आएपछि राजीनामा गराइएको छ"""	1
"""मुलुककै शैक्षिक अवस्था कमजोर ठहरिएको खोटाङमा शिक्षा अधिकारी नेपाल आउनासाथ विद्यालय सुधारको अभियान थालिएको हो"""	1
"""बैठकमा विद्यालयको शैक्षिक अवस्था र विद्यार्थीको सिकाइ सुधार ल्याउन विद्यालय, अभिभावक, विद्यालय व्यवस्थापन समिति र शिक्षकको कार्ययोजनासहितको प्रतिबद्धता गराउने निर्णय गरिएको छ"""	0
"""उनका अनुसार, सबै प्रकारका व्यवसाय वा काममा कामदारहरूको भौतिक, मानसिक र सामाजिक सुरक्षाको उच्च तहको प्रवर्द्धन तथा निरन्तरताको अवस्थालाई व्यवसायजन्य स्वास्थ्य भनिन्छ"""	0
"""ध्वनि, धुवाँ र धूलोले ती ट्राफिक प्रहरीमध्ये सबैमा श्रवण शक्ति ह्रास, उच्च रक्तचाप र तनावमध्ये कुनै न कुनै समस्या देखिएको थियो"""	-1
"""यो अवस्थामा कार्यस्थलमा हुने दुर्घटना र त्यसबाट स्वास्थ्य समस्या भए क्षतिपूर्ति पाइने कानून बन्न थाल्नुलाई सकारात्मक मानिएको छ"""	1
"""कामदारले आवश्यक कागजात समावेश गरी आफू बिरामी भएको ६ महीनाभित्र कोषको कार्यालय वा कोषले तोकेको आधिकारिक प्रतिनिधिसमक्ष निवेदन दिनुपर्छ"""	0
"""उनका अनुसार, खानेपानी अभावका कारण तिब्बती सीमा छुसाङ गाविसस्थित साम्जुङका गाउँले बसाइँ सर्न बाध्य भए"""	-1
"""नीलगिरि हिमाल पग्लेर बग्ने प्याङ खोलामा बाढी र पहिरोका कारण खेतीयोग्य जमीन बगर बनेको छ"""	-1
"""१८ फागुनमा प्रधानमन्त्री र मन्त्रीहरूलाई बोलाएर आयोगले आचारसंहिता विपरीतका काम नगर्न, नगराउन सचेत गराएको छ"""	0
"""त्यसैगरी सरकारलाई विकास निर्माणका नयाँ कार्यक्रम थप गर्न, नयाँ बजेट बाँडफाँड र रकमान्तर गर्न समेत रोक लगाइएको छ"""	-1
"""आयोगले निर्वाचन नहुँदासम्म जिल्ला भ्रमण नगर्न र गर्नै परे सदरमुकामभन्दा बाहिर नजान मन्त्रीहरूलाई निर्देशन नै दिएको छ"""	0
"""त्यसैगरी आयोगले उम्मेदवारी रद्द गर्न र पटकपटक आचारसंहिता उल्लंघन गरे पाँच वर्षसम्म निर्वाचनमा भाग लिन प्रतिबन्ध समेत लगाउन सक्नेछ"""	0
"""केन्द्रीय सुरक्षा समितिको निर्णय अनुसार निर्वाचन सुरक्षामा नेपाल प्रहरी र सशस्त्र प्रहरी बलसँगै नेपाली सेना समेत परिचालित गरिनेछ"""	0
"""सकियो दल दर्ता स्थानीय तहको निर्वाचनमा कति वटा दल सहभागी होलान् भन्ने प्रश्न टुंगो लागेको छ"""	0
"""विज्ञप्तिमार्फत निर्वाचनको विरोध गरेको बाबुराम भट्टराईको दल नयाँ शक्ति नेपाल पनि आयोगमा दर्ता भएको छ"""	0
"""सूचीकृत दलका नाम र तिनलाई प्राप्त चुनाव चिह्नले तपाईंलाई प्राथमिक कक्षाको वर्णमालाको झ्ल्को दिन सक्छ"""	1
"""झ्न्झ्न् बिग्रिंदै त्रिविका पूर्व उपकुलपति केदारभक्त माथेमाको अनुभवमा, स्ववियू निर्वाचन झ्न्झ्न् उच्छृङ्खल, हिंसात्मक बन्दै गएको र शैक्षिक वातावरण खलबल्याउँदै लगेको छ"""	-1
"""त्यही परिषद्ले विद्यार्थी हितको लागि क्याम्पस प्रशासनसँग डिल गर्छ, शैक्षिक वातावरण पनि खल्बलिंदैन"""	-1
"""सडकका सवारी साधनलाई ट्राफिक प्रहरीले कन्ट्रोल रूम बाटै व्यवस्थापन गरिने यो प्रविधिमा ट्राफिक लाइटसँगै सीसीटिभी पनि जडान गरिएको हुन्छ"""	0
"""यसअघि दुई पटक टेण्डरबाटै छानिएका कम्पनीहरूलाई एडीबीले अस्वीकृत गरेको थियो"""	-1
"""७ कात्तिकमा वनस्थलीबाट कलंकीतर्फ आउँदै गरेको कन्टेनरले ट्राफिक प्रहरी जवान जनक खड्कालाई ठक्कर दिएको थियो"""	-1
"""आशिष गजुरेल ट्राफिक इन्जिनियर ट्राफिक प्रहरीहरूका अनुसार, सवारी साधनको व्यवस्थापनको अर्को मुख्य कारण भीआईपी सवारी हो"""	-1
"""ह्युमन राइट्स वाचले गत वर्ष मात्र सार्वजनिक गरेको प्रतिवेदनमा नेपालमा झ्ण्डै ३७ प्रतिशत बालिकाको विवाह १८ वर्षभित्रै हुने गरेको सार्वजनिक गरेको थियो"""	-1
"""नेपालले संयुक्त राष्ट्रसंघको दिगो विकास लक्ष्य (२०१६–२०३०) को समयसीमा भित्रमा बालविवाह अन्त्य गर्ने प्रतिबद्धता जनाएको छ"""	1
"""त्यसो त घर निर्माणकै बेला भेन्टिलेटर राख्ने, दाउराको सट्टा ब्रिकेट, ग्याँस, बिजुली, सुधारिएको चूलोको प्रयोग गर्न सकिन्छ"""	1
"""जनशक्ति कसरी पुर्‍याउने र त्यो जनशक्तिलाई चाहिने पूर्वाधार कसरी तयार पार्ने भन्ने तयारी भइरहेको छ"""	1
"""त्यो गर्न सक्ने संरचना म आउनुअघि नै बनिसकेको भए पनि जनशक्ति र उपकरण भएका संस्थाहरूबीच समन्वय भएको रहेनछ"""	1
"""मैले डन्डा बोकेर डाक्टर कहाँ छन् भनेर खोजेर हुँदैन, मैले बनाउने सही नीतिले जिल्लामा डाक्टर पुर्‍याउँछ"""	1
"""म आइसकेपछि विश्व स्वास्थ्य संगठनले ५० वटा स्वास्थ्य संस्थामा पेन–प्याकेज शुरु गर्‍यो, जसअन्तर्गत नसर्ने रोग लागे/नलागेको जाँच गरिन्छ"""	1
"""यी सेवा गाउँमा पुर्‍याउन सक्दा गंगालाल जस्ता ठूला अस्पतालमा गम्भीर मुटुरोग लिएर आउनेको संख्या घट्छ"""	1
"""ऐनमा नै कोषको ८० प्रतिशत रकम क्यान्सर, मुटुलगायतका रोगको सचेतना र प्रवर्द्धनमा खर्च गर्नुपर्छ भनिएको छ"""	0
"""जे जति नीतिगत र संरचनागत सुधार शुरु भएका छन्, ती सबै कार्यान्वयन गर्न आजको स्वास्थ्य मन्त्रालय सक्षम छ"""	1
"""म आउँदा सचिव, स्वास्थ्य विभागका महानिर्देशकलगायतका पदाधिकारी अख्तियार दुरुपयोग अनुसन्धान आयोगको मुद्दामा परेका थिए"""	0
"""यस्तो भयावह अवस्था थियो कि धन्न परिस्थिति फेरिएर महाआतंकबाट मुक्त भएको वातावरणमा काम गर्न पाइएको छ"""	1
"""मन्त्रालयले सात आठ वर्ष अघिदेखि मदिरा नीति बनाउने प्रयास गरे पनि अघि बढ्न सकेको रहेनछ"""	-1
"""तर, उनीहरूले बहकाउमा लागेर ती उपलब्धिहरू कांग्रेस–एमालेको पोल्टामा हालिदिए"""	-1
"""सबभन्दा आश्चर्य, उनीहरू स्थानीय निर्वाचनलाई संविधान संशोधनसँग जोडिरहेका छन्"""	0
"""किनकि, पारित भइहाले पूर्वका झापा, मोरङ र सुनसरी अनि पश्चिमका कैलाली र कञ्चनपुरलाई पहाडबाट अलग गर्नुपर्छ भन्दै आन्दोलनमा जाने उनीहरूको दाउ छ"""	-1
"""जे गर्दा पनि नमान्ने र समाधानमुखी कुरै नगर्ने भएकैले होला, उनीहरूकै समर्थनमा बनेको सरकारले पनि बाध्य भएर निर्वाचन घोषणा गरेको छ"""	0
"""यसअघि मधेशी जनताबाटै अस्वीकृत भएकाले यही अवस्थामा चुनावमा जाँदा पार लाग्दैन भन्ने उनीहरूको ठम्याइ छ"""	0
"""यसमा जति अवरोध गर्छन्, आफ्नै कारण अक्करमा धकेलिन पुगेका मधेशकेन्द्रित दलहरूलाई त्यति नै घाटा लाग्नेछ"""	0
"""तर एमाले र विशेष गरी ओलीका लागि राजविराज, जनकपुर जस्ता शहरमा आफ्नो उपस्थिति देखाउनु राजनीतिक रुपमा विजयको सन्देश पनि थियो"""	1
"""ओली विरुद्ध प्यारोडी बनाउनेदेखि उनका भाषणलाई मधेस विरोधी अभिव्यक्तिका रुपमा गाउँ गाउँमा प्रचार गरिएका थिए"""	-1
"""ईश्वर पोखरेल र बामदेव गौतम सप्तरी, सिराहा र धनुषाका चियापन कार्यक्रममा जाँदा समेत मोर्चा कार्यकर्ताको अवरोध सामना गर्नु परेको थियो"""	-1
"""तर, प्रदेश सीमांकनदेखि सप्तरी घटनासम्म पुग्दा एमालेले यो प्रदेशका सन्दर्भमा केही कमजोरी भएको महशुस गर्न थालेको छ"""	-1
"""कमजोरी २ एमालेको नवौं महाधिवेशनमा पदाधिकारी उम्मेदवार केन्द्रीय सदस्यको स्वतः उम्मेदवार बन्ने व्यवस्था रहेको छ"""	0
"""नेपालको बत्ति निभिसकेपछि सलाई कोर्नु भन्दा अगाडी नै सचेत रहनु सबै हिमाली पहाडी र मधेसीहरुको लागि हितकर हूनेछ"""	1
"""नेपालको संविधान ०७२ ले शब्दमा समान अधिकार सुनिश्चित गरे पनि व्यवहारमा भने विभेद जारी नै देखिन्छ"""	-1
"""भ्रुणदेखि नै छोरीहरूमाथि गरिने भेदभावले उनीहरूको शारीरिक र मानसिक बनोटमा समेत प्रतिकूल प्रभाव पर्न जान्छ"""	-1
"""बलात्कार,महिला बेचबिखन र विशेषगरी मधेसमा डरलाग्दो रूपमा रहेको दाइजो प्रथाले नेपाली नारीहरूलाई मृत्युको मुखमा धकेलिरहेको छ"""	-1
"""यस्ता मानवताविरोधी कृत्य गर्नेहरूलाई राज्यले हदैसम्मको कानुनी कारबाही र समाजले सामाजिक रूपमा बहिष्कार गर्ने हिम्मत गर्नुपर्छ"""	0
"""वेश्यावृत्तिमा संलग्न महिलाहरूलाई घृणा गर्नुभन्दा सबैलाई रोजगारी उपलब्ध गराई त्यस्तो घृणित पेसाबाट मुक्त गराउन सिंगै राज्य र समाज लाग्नु जरूरी छ"""	1
"""कानुनले वर्जित गरे पनि हाम्रो समाजमा बाल विवाह र बहुविवाह अहिले पनि समस्याको रूपमा छ"""	-1
"""बहुविवाहको कारण परिवार विघटन हुने र त्यसको सबभन्दा ठूलो भौतिक र मानसिक असर महिलामाथि पर्दै आएको छ"""	-1
"""हामीकहाँ महिलाहरुले आफ्नो इच्छा र सहमति विपरीत अरू कसैको दबावमा गर्भधारण र गर्भपतन गर्नुपर्ने बाध्यता पनि कायम छ"""	-1
"""तसर्थराज्यले कानुनको समयसापेक्ष निर्माण र प्रभावकारी कार्यान्वयन,नागरिक स्तरमा जनचेतना अभियानको माध्यमबाट यस्ता हिंसात्मक कुप्रथाको अन्त्य गर्नुपर्छ"""	-1
"""लैंगिक समानता र स्वतन्त्रताको अभियानसँगै निरपेक्ष समानता र स्वतन्त्रताको उपभोग गर्ने विकृति पनि समाजमा बढ्दै गएको छ"""	-1
"""समानता र स्वतन्त्रताको नाममा केही महिलाहरूले गर्ने कतिपय उच्छृङ्खल व्यवहारले महिला समानता र स्वतन्त्रताको अभियानलाई कमजोर बनाइरहेको छ"""	-1
"""आउजाउ गर्दा चिनजान भएका ती कामदार महिलाहरुलाई हिजो बेलुका सोँधे, दिदी, भोलि के दिवस हो थाहा पाउनु भा छ"""	0
"""तर, नेपालका श्रमिक महिलाहरुको हालत हिजो जहाँ जस्तो थियो, आज पनि त्यही हालत, त्यही गतिमा कायम छ"""	-1
"""घरका छोराछोरी, नाति नातिनीले महिला अधिकार र हकका कुरा गर्दा हजुरआमालाई पत्यार लाग्दैन, उल्टै थर्काउनुहुन्छ"""	-1
"""सरकारले सार्वजनिक विदा दिएको छ, पहिले नारीलाई मात्र विदा दिने भए पनि अहिले पुरुष कर्मचारीलाई समेत विदा दिइन्छ"""	-1
"""एक पक्षलाई निषेध गरेर अधिकार पाइँदैन, दुबैको सहकार्यबाट मात्रै अधिकार प्राप्ति हुन्छ र त्यसको सही सदुपयोग पनि हुन्छ"""	1
"""अनि यो पनि भन्न चाहन्छु,मेरा पुराना लेखहरु पुरानो समय,पुरानो स्थिति र पुराना विचारमा आधारित थिए"""	0
"""घरका पुरुष साथमा नलिई एक्लै बजार जान समेत नपाउने अवस्था अरब मुलुकहरुमा अझैसम्म कायम छ"""	-1
"""तसर्थ, विश्वलाई नै नेतृत्व गर्ने इतिहास बोकेका हामी नेपाली महिलाले अब फेरि महिला राजनीतिमा एकचोटि विश्वलाई नै नेतृत्व गर्ने बेला आएको छ"""	1
"""अहिलेकै व्यवस्था अनुरुप पनि आगामी स्थानीय तहको निर्वाचनमा करिब १४ हजार महिला निर्वाचित भएर आउने संवैधानिक व्यवस्था नै छ"""	1
"""अब यो सँगै महिलाको स्तरमा समेत वृद्धि गर्दै आगामी निर्वाचनमा यो संख्या बढाएर जनसंख्या अनुरुप ५१ प्रतिशत पुर्‍याउन जरुरी छ"""	0
"""त्यस्तै, यस अवसरमा देशभर हुने महिला जमघटहरुमा आउँदो स्थानीय निर्वाचनमा गाउँ-गाउँबाट महिला सहभागिता बढाउन समाजमा व्यापक विमर्श र चर्चा हुनुपर्छ"""	1
"""अब पार्टीहरुले कोटा पुर्‍याउन मात्रै महिलाहरुलाई राजनीतिमा सहभागी गराउने हैन,महिलाहरुको नेतृत्व क्षमतालाई मौलाउन सक्ने वातावरण संगठनभित्र र बाहिर तयार पार्न आवश्यक छ"""	1
"""एमाले सचिव योगेश भट्टराई आफैं उभिएर कार्यकर्तालाई चुपचाप आ-आफ्नो सवारी साधनमा बस्न निर्देशन दिइरहेका थिए"""	1
"""जबकि एमालेका सभाका सहभागी र अभियानका टोलीका मान्छेहरु समेत गन्दा करीव १० हजारको हाराहारीमा थिए"""	0
"""प्रचण्डले ओलीलाई बाँकी कार्यक्रम स्थगित गरेर काठमाडौं आइदिन विनम्र आग्रह नै गरे"""	1
"""जहाँ बढीमा एक सयजनाको संख्यामा प्रदर्शनकारीहरुले कालोझण्डा देखाएर एमाले र केपी ओलीविरुद्ध नाराबाजी गरिरहेका थिए"""	-1
"""राजमार्गमा एमालेका अभियानको स्वागतमा सूर्य चिन्ह अंकित सेतो झण्डा र बिरोधमा कालो झण्डासहित उभिनेहरुको संख्या लगभग उस्तै उस्तै थियो"""	-1
"""कतिपय ठाउँमा स्वागत र बिरोध गर्नेहरु मिलेरै आ-आफ्नो कर्तव्य पूरा गरिरहेका देखिन्थे"""	1
"""अभियानका क्रममा झापा, मोरङ र सुनसरीका सभाहरु भन्दा राजविराजको सभा निकै व्यवस्थित र मास पनि उल्लेख्य थियो"""	0
"""राजविराज जाने सडकमा तनाव जारी रहेकाले एमाले नेताहरु जतिसक्दो चाँडो कार्यक्रम सकेर कञ्चनपुर जान चाहान्थे"""	-1
"""सभास्थलभित्र रहेका एमाले कार्यकर्ता बाहिर आउन खोज्दा प्रहरीले र एमालेकै नेताहरुले रोकेर परिस्थिति बिगि्रन नदिने प्रयास गरेको देखिन्थ्यो"""	1
"""मोर्चाको आवरणमा निषेधको राजनीति यदि एमालेलाई मधेस विरोधी भनेर उसको कार्यक्रमको बिरोधमात्र गर्ने उद्देश्य थियो भने, मोर्चा त्यसमा सफल भइसकेको थियो"""	1
"""एमाले मधेस विरोधी हो भनेर उनीहरुले राजमार्गमा कालोझण्डा देखाएकै थिए"""	-1
"""तर, बुझीबुझी गोली चलाउन आदेश दिनेको नियत सफा नभएसम्म, मधेसमा चुनावको वातावरण बन्ने छैन र २ नम्बर प्रदेश बाँदरको घाउ जस्तै हुनेछ"""	-1
"""नवलपुरमा एमालेले हस्तक्षेप गरी मोर्चाको कार्यक्रम विथोले र राधिका देवी साहको हत्या गरे"""	-1
"""एकल जातीय संगठन नेपाल प्रहरी र शसस्त्र प्रहरीले अहिले एमालेको कार्यक्रमको मञ्च निर्माण गर्दैछ र नेताहरुको स्वागत गर्दैछ"""	0
"""पहिलो वाक्याङस प्रजातन्त्र नरहदा राजा रहेनन प्रमाणीत भयो अब राजा नरहदा देश नरहने पनी साँचैनै हो कि भन्ने देखीदैछ"""	-1
"""पहाडे रास्ट्रवाद र साम्प्रदायिक बिचारले इटहरी गुन्जिएको थियो"""	-1
"""गोली लागेका मध्ये मलेठ गाविस २ का सञ्जन मेहता, मलेठ गाविस ४ का पिताम्बर मण्डल, प्रसवनी गाविसका आनन्द साहको ज्यान गएको छ"""	-1
"""प्रहरीको पुरानै कुरा प्रहरीले घटनाको कुनै अनुसन्धान नै नगरी प्रदर्शनकारीबाट पेट्रोल बम प्रहार गरेपछि गोली चलाउनुपरेको उल्लेख गरेको छ"""	-1
"""उनले प्रहरीलाई यो कुरा प्रमाणित गरेर देखाउन चुनौति दिए"""	-1
"""पानी फोहरा दिने गाडी देखाउन मात्रै एमालेको अभियानसँगै सुरक्षाकर्मीले पानीको फोहरा दिने गाडी समेत मगाएको थियो"""	-1
"""एमाले कार्यकर्ताले ढुँगा फ्याँकेपछि तिब्र बनेको झडपमा प्रहरीले एक्कासी अश्रु ग्यास प्रहार शुरु गरेको थियो"""	-1
"""मधेसका जनता मोर्चाका रैति हुन्, कमैया हुन्, यिनले अरुको कुरा सुन्नुहुन्न सिर्फ मोर्चाको आदेश सुन्नुपर्छ"""	-1
"""अब हामी थप हिंसा मच्चाएर देखाइदिन्छम्"""	-1
"""तर, बैंकले सामाजिक जीवन, वास्तविक क्षेत्र र वातावरणमा कस्तो प्रभाव पार्‍यो भन्ने कुरा पनि हेर्नुपर्छ"""	0
"""संरचनागत त्रुटि बैंकले नाफाभन्दा अगाडि जनतालाई ध्यान दिनुपर्ने भए पनि नेपालमा यसबारे केही संरचनागत त्रुटि पनि छ"""	-1
"""वित्तीय सेवा एउटा पक्ष हो, वित्तीय सेवासँगै त्यसको पृष्ठभूमि तयार गर्न भौतिक पूर्वाधार आवश्यक हुन्छ"""	0
"""नेपालमा कुनै समय पस्मिना, गार्मेन्ट व्यापार फस्टाएको थियो"""	1
"""वित्तीय सुशासन ०५८ सालपछि राष्ट्र बैंकले केही नीतिहरु ल्याएपछि संस्थागत सुशासनमा पनि सुधार भएको छ"""	1
"""सामाजिक दायित्वको नयाँ सोच सामाजिक दायित्वको रुपमा अब बैंक तथा वित्तीय संस्थाले वित्तीय साक्षरतामा जोड दिनुपर्छ"""	1
"""हामी स्टेट नेशन हो, किनकि हामीसँग बहुरुपी संस्कार र सभ्यता छन्"""	1
"""तर, त्यो पीडा सधैं समाजिक जीवनमा बिझाइरहृयो भने त्यो समाज र राष्ट्रका लागि अनुत्पादक हुन्छ"""	-1
"""लोकतान्त्रिक मूल्य र मान्यता अंंगीकार गरेको समाजमा प्रत्येक नागरिकलाई अधिकारको प्यास मेटाउने अधिकार सुरक्षित छ"""	1
"""आफुले पाएको अधिकारको स्वयम आफैंले संरक्षण र प्रवर्द्धन र अर्कोको अधिकारप्रति स्यालूट र सम्मानन गर्नुपर्ने नैतिक बाध्यता रहन्छ"""	0
"""समाजको रहेको सीमित स्रोत साधन र त्यसको अन्यायपूर्ण वितरणको जडबाट सामाजिक तनाव सिर्जना हुने गर्दछ"""	-1
"""विकासको गति, सामाजिक न्यायको पक्ष, आर्थिक समाजिक उपलब्धिहरुको वितरणको अवस्था, र सामाजिक सहिष्णुताको विद्यमान अवस्था र सुशासनको स्पर्श गर्न समाजको तल्लो छेउमा उभिएर माथितिर हेर्‍यो भने देखिन्छ"""	0
